url,email,sdas
1550espn.com,302,Found
1590walg.com,301,Moved Permanently
1620thezone.com,301,Moved Permanently
1660espn.com,301,Moved Permanently
19actionnews.com,301,Moved Permanently
1stdownndirtypod.com,301,Moved Permanently
2014southwesterns.com,200,OK
20min.ch,405,Method not allowed
20minutos.com,301,Moved Permanently
20sat.com,301,Moved Permanently
247sec.com,200,OK
247sports.com,503,Service Unavailable
247worldnews.net,200,OK
24hrs.ca,200,OK
24wrestling.com,301,Moved Permanently
26in.fr,301,Moved Permanently
2playerfun.com,301,Moved Permanently
2site.me,200,OK
2siteweb.com,301,Moved Permanently
310tv.com,301,Moved Permanently
360bo.cc,301,Moved Permanently
39online.com,301,Moved Permanently
3wv.com,200,OK
411sports.net,301,Moved Permanently
41nbc.com,301,Moved Permanently
43theblock.com,302,Object moved
49ers101.com,301,Moved Permanently
49erswebzone.com,301,Moved Permanently
4kq.com.au,301,Moved Permanently
4wheelfun.de,301,Moved Permanently
580wibw.com,301,Moved Permanently
580wksk.com,200,OK
5endeportes.com,200,OK
5eplay.com,302,Moved Temporarily
5newsonline.com,200,OK
5quilles.fr,200,OK
600wsom.com,301,Moved Permanently
610kvnu.com,200,OK
610sports.com,302,Found
620wtmj.com,301,Moved Permanently
680kfeq.com,302,Found
680thefan.com,301,Moved Permanently
710kcmo.com,200,OK
710wfnr.com,301,Moved Permanently
730ump.com,200,OK
7500toholte.com,301,Moved Permanently
76ers101.com,301,Moved Permanently
770espn.com,301,Moved Permanently
786cast.tv,301,Moved Permanently
790theticket.com,301,Moved Permanently
790wpic.com,301,Moved Permanently
7mnara.com,301,Moved Permanently
7msport.com,404,Not Found
7sur7.be,301,Moved Permanently
808classifieds.com,404,Not Found
900theticket.com,301,Moved Permanently
921bob.fm,200,OK
921theticket.com,301,Moved Permanently
929bobfm.com,301,Moved Permanently
92kqrs.com,301,Moved Permanently
92qnashville.com,301,Moved Permanently
931thebeat.com,301,Moved Permanently
933thewolf.com,301,Moved Permanently
935thewolf.com,301,MOVED PERMANENTLY
935wrqn.com,301,Moved Permanently
935wsbg.com,301,Moved Permanently
937kcountry.com,302,Found
937kkrl.com,200,OK
937mikefm.com,403,Forbidden
93xmemphis.com,301,Moved Permanently
940espnradio.com,200,OK
940kyno.com,200,OK
940wfaw.com,301,Moved Permanently
941kqk.com,302,Found
943maxfm.com,301,Moved Permanently
943thedam.com,200,OK
945thehawkradio.com,301,Moved Permanently
949kcmo.com,301,Moved Permanently
949theoutlaw.com,301,Moved Permanently
949thewolfpack.com,302,Found
953thescore.com,301,Moved Permanently
953thewolf.com,301,Moved Permanently
955fmwsm.com,200,OK
955glo.com,301,Moved Permanently
956sports.com,301,Moved Permanently
957thekar.com,200,OK
957thevibe.com,301,Moved Permanently
959kissfm.com,200,OK
95wxtk.com,301,Moved Permanently
961.com.au,301,Moved Permanently
961jamz.com,301,Moved Permanently
961wodz.com,301,Moved Permanently
961wsox.com,301,Moved Permanently
963thewolf.com,200,OK
965thebuzz.com,302,Found
965thefox.com,200,OK
965themill.com,200,OK
967theeagle.net,200,OK
969bobfm.com,301,Moved Permanently
969bostontalks.com,301,Moved Permanently
96kzel.com,301,Moved Permanently
96rockonline.com,302,Redirect
971talk.com,301,Moved Permanently
971thewave.com,200,OK
973rivercountry.com,200,OK
973thedawg.com,200,OK
975theticket.com,200,OK
97x.com,200,OK
97zokonline.com,200,OK
980waav.com,301,Moved Permanently
983thekeg.com,301,Moved Permanently
983wdlt.com,200,OK
985kissfm.net,301,Moved Permanently
987kissfm.com,301,Moved Permanently
989wclz.com,200,OK
98country.com,301,Moved Permanently
99-5therock.com,301,Moved Permanently
995thewolf.com,301,Moved Permanently
997kmjj.com,301,Moved Permanently
997thepoint.com,302,Found
997wtn.com,301,Moved Permanently
999ktdy.com,200,OK
999thefoxrocks.com,301,Moved Permanently
999thehawk.com,301,Moved Permanently
999thepoint.com,200,OK
9news.com,301,Moved Permanently
9wsyr.com,301,Moved Permanently
aarontorres-sports.com,200,OK
abc-7.com,301,Moved Permanently
abc.com,301,Moved Permanently
abc.es,301,Moved Permanently
abc12.com,301,Moved Permanently
abc17news.com,301,Moved Permanently
abc23.com,200,OK
abc26.com,301,Moved Permanently
abc27.com,200,OK
abc3340.com,200,OK
abc45.com,200,OK
abc6.com,301,Moved Permanently
abc6onyourside.com,200,OK
abcnews.com,301,Moved Permanently
abcnews4.com,200,OK
abcstlouis.com,200,OK
abefm.com,302,Found
aberdeen-mad.co.uk,301,Moved Permanently
aberdeennews.com,301,Moved Permanently
abola.pt,302,Found
ac-ranger.com,301,Moved Permanently
acb.com,200,OK
accessathletes.com,200,OK
achievegymnastics.com,200,OK
activeyouthnetwork.com,200,OK
ad.nl,301,Moved Permanently
adaherald.com,200,OK
adap.tv,301,Moved Permanently
addictinggames.com,301,Moved Permanently
adelnews.com,200,OK
adifferentleague.co.uk,301,Moved Permanently
adirondackdailyenterprise.com,200,OK
adn.com,301,Moved Permanently
adnkronos.com,200,OK
adressa.no,302,Found
advancetitan.com,301,Moved Permanently
adventure-journal.com,200,OK
advertiser-tribune.com,200,OK
advocatepress.com,301,Moved Permanently
aek365.com,301,Moved Permanently
afc.mx,302,Found
affl.com,200,OK
africansportsmonthly.com,301,Moved Permanently
africansportstv.com,403,Forbidden
africansportstv.net,200,OK
aftenbladet.no,301,Moved Permanently
aftenposten.no,301,Moved Permanently
agame.com,301,Moved Permanently
aggbot.com,200,OK
aggieathletics.com,302,Found
aggiesports.com,301,Moved Permanently
agjournalonline.com,301,Moved Permanently
aguiladeveracruz.com,200,OK
ahlynews.com,200,OK
aigym.com,463,
aikenstandard.com,301,Moved Permanently
airalamo.com,200,OK
aiyuke.com,301,Moved Permanently
ajax.nl,200,OK
ajaxshowtime.com,301,Moved Permanently
akhbarak.net,301,Moved Permanently
akulihat.com,403,Forbidden
al.com,301,Moved Permanently
alabamafansite.com,301,Moved Permanently
alabamas13.com,301,Moved Permanently
alamogordonews.com,301,Moved Permanently
alaskajournal.com,403,Forbidden
albanyfsc.org,200,OK
albanyherald.com,301,Moved Permanently
albanystudentpress.org,301,Moved Permanently
albertleatribune.com,301,Moved Permanently
aldergrovestar.com,301,Moved Permanently
aldershottown-mad.co.uk,301,Moved Permanently
aldia.cr,302,Moved Temporarily
aldiatoday.com,200,OK
aledotimesrecord.com,301,Moved Permanently
algona.com,200,OK
alice1059.com,302,Found
aliceechonews.com,301,Moved Permanently
alicetx.com,301,Moved Permanently
allarsenal.com,301,Moved Permanently
allbuffs.com,301,Moved Permanently
allcougdup.com,200,OK
allfitness247.com,500,Internal Server Error
allfortennessee.com,200,OK
allhabs.net,200,OK
alliancetimes.com,200,OK
alliednews.com,301,Moved Permanently
alligatorsports.org,500,Internal Server Error
allkyhoops.com,301,Moved Permanently
allsport-live.ru,301,Moved Permanently
allsportpass.com,403,Forbidden
allsports247.com,302,Found
allsportsdiscussion.com,200,OK
allthebestfights.com,301,Moved Permanently
allthehitsb951.com,301,Moved Permanently
allucanheat.com,200,OK
allwrestlingnews.com,301,Moved Permanently
alpineayso.org,200,OK
alpinesc.org,200,OK
altaspulsaciones.com,301,Moved Permanently
altoonamirror.com,200,OK
altustimes.com,200,OK
alvinsun.net,417,Rate limit exceeded
alwaysmillertime.com,301,Moved Permanently
am1370wdea.com,301,Moved Permanently
am1400solidgoldsoul.com,302,Found
am590espnradio.com,200,OK
amarillo.com,403,Forbidden
amarillosrockstation.com,301,Moved Permanently
amazinavenue.com,301,Moved Permanently
americaeast.com,200,OK
americamonumental.com,200,OK
americustimesrecorder.com,301,Moved Permanently
amestrib.com,200,OK
amsoccer.org,301,Moved Permanently
amtrib.com,200,OK
anaerobicrespiration.net,200,OK
anchorweb.org,301,Moved Permanently
andaluzabaloncesto.org,301,Moved Permanently
andisheh.tv,301,Moved Permanently
andoveramerican.com,301,Moved Permanently
andovertownsman.com,301,Moved Permanently
andysegal.com,200,OK
anfieldasylum.com,301,Moved Permanently
angelswin-forum.com,302,Moved Temporarily
ankatv.fr,200,OK
annarbor.com,302,Moved Temporarily
annarbors107one.com,301,Moved Permanently
anthonyalde.com,301,Moved Permanently
anyonebutdetroit.com,200,OK
aol.jp,301,Moved Permanently
aoso.ru,200,OK
ap.org,200,OK
ap5qq.ca,301,Moved Permanently
app.com,301,Moved Permanently
appeal-democrat.com,301,Moved Permanently
appfan.com,301,Moved Permanently
appfans.com,301,Moved Permanently
appstatesports.com,302,Found
apsugovernors.com,200,OK
araintv.com,301,Moved Permanently
archeryforces.com,200,OK
archesnews.com,200,OK
arcticfsc.com,200,OK
arcticicehockey.com,301,Moved Permanently
arcwildcats.org,301,Moved Permanently
ardmoreite.com,301,Moved Permanently
areanapoli.it,200,OK
areawidenews.com,301,Moved Permanently
arenafootball.com,301,Moved Permanently
argus-press.com,301,Moved Permanently
argusleader.com,301,Moved Permanently
argusobserver.com,417,Rate limit exceeded
arizonacardinalsfansite.com,200,OK
arizonafansite.com,301,Moved Permanently
arizonasportsfans.com,301,Moved Permanently
arizonastatefansite.com,301,Moved Permanently
arizonawildcats.com,200,OK
arkansasfansite.com,301,Moved Permanently
arkansasmatters.com,301,Moved Permanently
arkansasonline.com,301,Moved Permanently
arkansasrazorbacks.com,301,Moved Permanently
arkcity.net,301,Moved Permanently
armstrongmywire.com,302,Found
aroundthefoghorn.com,200,OK
aroyalpain.com,200,OK
arrowheadaddict.com,200,OK
arsenal-mania.com,200,OK
arsenal-world.co.uk,301,Moved Permanently
arsenalnews.co.uk,200,OK
arsenalnews.net,200,OK
artesianews.com,302,Found
arteysportweb.com,301,Moved Permanently
artofmanliness.com,301,Moved Permanently
as-web.jp,200,OK
as.com,302,Moved Temporarily
ashbournenewstelegraph.co.uk,301,Moved Permanently
ashlandwi.com,301,Moved Permanently
asialivestream.com,403,Forbidden
asianage.com,301,Moved Permanently
asianbookie.com,301,Moved Permanently
aspentimes.com,302,Found
aspiring-golfer.com,301,Moved Permanently
aspjapantour.com,200,OK
astamfordbridgetoofar.com,301,Moved Permanently
astateredwolves.com,200,OK
astonvillanews.com,200,OK
astros101.com,301,Moved Permanently
asuherald.com,301,Moved Permanently
atdee.net,200,OK
atdhe24.net,302,Found
athensmessenger.com,417,Rate limit exceeded
athensreview.com,301,Moved Permanently
athletefind.com,200,OK
athleteinsights.com,302,Found
athleteshub.com,301,Moved Permanently
athletesland.com,302,Found
athletesvenue.com,302,Found
athletexchange.com,200,OK
athletic.net,301,Moved Permanently
athleticsnation.com,301,Moved Permanently
athlonsports.com,200,OK
atholdailynews.com,200,OK
atlantadailyworld.com,200,OK
atlantafalconsfansite.com,301,Moved Permanently
atlantaradiokorea.com,200,OK
atlantasrockstation.com,200,OK
atlantic10.com,200,OK
atlanticbb.net,200,OK
atlnightspots.com,301,Moved Permanently
atthehive.com,301,Moved Permanently
atv.com,302,Found
auburnfansite.com,301,Moved Permanently
augusta.com,403,Forbidden
augustagazette.com,301,Moved Permanently
auroraadvertiser.net,301,Moved Permanently
auroraadvocate.com,200,OK
aurorasentinel.com,301,Moved Permanently
ausfish.com.au,200,OK
ausjeepoffroad.com,302,Moved Temporarily
austindailyherald.com,301,Moved Permanently
auto-motor-und-sport.de,301,Moved Permanently
autofans.be,301,Moved Permanently
autosport.com,301,Moved Permanently
autostrada.tv,200,OK
autzenzoo.com,200,OK
avalanche101.com,301,Moved Permanently
avfc.co.uk,302,Found
awa-net.net,200,OK
awfulannouncing.com,200,OK
awinninghabit.com,200,OK
ayso-region94.com,200,OK
ayso1132.com,301,Moved Permanently
ayso1282lacosta.com,200,OK
ayso12d.org,200,OK
ayso1466.org,301,Moved Permanently
ayso176.org,200,OK
ayso255.com,200,OK
ayso258.org,200,OK
ayso341.org,200,OK
ayso403.org,200,OK
ayso5.org,301,Moved Permanently
ayso574.org,200,OK
ayso613.com,200,OK
ayso751.org,200,OK
ayso864.com,302,Moved Temporarily
aysoarea11v.org,200,OK
aysoarea12c.org,200,OK
aysoarea1s.com,200,OK
aysoarea1u.com,200,OK
aysoarea5g.com,410,Gone
aysoarea8a.org,200,OK
aysoarea8e.org,301,Moved Permanently
aysoregion12.org,200,OK
aysoregion1471greenvillesoccer.org,200,OK
aysoregion165.org,200,OK
aysosection5.com,301,Moved Permanently
aysosection8.com,200,OK
az.nl,301,Moved Permanently
azcentral.com,301,Moved Permanently
azfamily.com,301,Moved Permanently
aztecrugby.org,200,OK
b100quadcities.net,301,Moved Permanently
b1027.com,200,OK
b103.com,301,Moved Permanently
b93.net,200,OK
b947.com,302,Found
b951.com,200,OK
backingthepack.com,301,Moved Permanently
backyardgardener.com,301,Moved Permanently
backyardsportsblog.com,404,Not Found
badgerofhonor.com,200,OK
badlefthook.com,301,Moved Permanently
bakercityherald.com,301,Moved Permanently
baledger.com,301,Moved Permanently
balegder.com,301,Moved Permanently
balldurham.com,200,OK
ballerstatus.com,301,Moved Permanently
balleto.gr,301,Moved Permanently
ballinisahabit.net,200,OK
ballislife.com,200,OK
ballstatesports.com,200,OK
baltimoreravensfansite.com,301,Moved Permanently
baltimoresun.com,301,Moved Permanently
bamahammer.com,200,OK
bamsradio.com,301,Moved Permanently
banana1015.com,200,OK
bandmonline.com,301,Moved Permanently
bangordailynews.com,200,OK
banks.com,301,Moved Permanently
banksoftheredcedar.com,200,OK
banner-tribune.com,200,OK
bannergraphic.com,301,Moved Permanently
bannernews.net,301,Moved Permanently
barcablaugranes.com,301,Moved Permanently
barchart.com,301,Moved Permanently
barryanddistrictnews.co.uk,301,Moved Permanently
barrymelroserocks.com,200,OK
barstoolsports.com,301,Moved Permanently
baseball-almanac.com,301,Moved Permanently
baseball-reference.com,301,Moved Permanently
baseballforum.com,301,Moved Permanently
baseballparks.com,200,OK
baseballvideospod.com,301,Moved Permanently
basingstokegazette.co.uk,301,Moved Permanently
basket-infos.com,200,OK
basketactu.com,301,Moved Permanently
basketball-reference.com,301,Moved Permanently
basketball-rererence.com,301,Moved Permanently
basketballforum.com,301,Moved Permanently
basketserapo.it,301,Moved Permanently
basketsession.com,303,See Other
bassfisherwomen.com,200,OK
bastropenterprise.com,301,Moved Permanently
batesvilleheraldtribune.com,417,Rate limit exceeded
bathchronicle.co.uk,301,Moved Permanently
battlecreekenquirer.com,301,Moved Permanently
bavarianfootballworks.com,301,Moved Permanently
baxterbulletin.com,301,Moved Permanently
baylorfans.com,301,Moved Permanently
baylorfansite.com,403,Forbidden
baysportsnut.com,301,Moved Permanently
baytownsun.com,417,Rate limit exceeded
bbl.org.uk,403,Forbidden
bcdemocratonline.com,301,Moved Permanently
bcdmocratonline.com,301,Moved Permanently
bcheights.com,403,Forbidden
bclocalnews.com,301,Moved Permanently
bcuathletics.com,200,OK
bdtonline.com,417,Rate limit exceeded
beachculture.co.jp,301,Moved Permanently
bealestreetbears.com,200,OK
beantownbanter.com,301,Moved Permanently
bear104.com,301,Moved Permanently
bearcatsblog.com,200,OK
beargoggleson.com,200,OK
bearinsider.com,200,OK
beartoothnbc.com,200,OK
beatsrhymesandboards.com,301,Moved Permanently
beaumontenterprise.com,301,Moved Permanently
beauregarddailynews.net,301,Moved Permanently
beaver1003.com,200,OK
beaverbyte.com,200,OK
bedfordshire-news.co.uk,301,Moved Permanently
behaya.info,302,Found
behindthebuckpass.com,200,OK
bellaandedward.com,200,OK
bellator.com,301,Moved Permanently
bellinghamherald.com,301,Moved Permanently
beloitdailynews.com,301,Moved Permanently
bemidjipioneer.com,302,Found
bendbulletin.com,301,Moved Permanently
bengals101.com,301,Moved Permanently
benkoo.com,200,OK
benningtonbanner.com,301,Moved Permanently
bentoneveningnews.com,301,Moved Permanently
bereavision.tv,200,OK
berecruited.com,301,Moved Permanently
berkshireeagle.com,301,Moved Permanently
berlindailysun.com,200,OK
bernetriweekly.com,301,Moved Permanently
best-all-time.com,301,Moved Permanently
bestofargentinapod.com,301,Moved Permanently
bestoldies104.com,301,Moved Permanently
bestweekends.com,301,Moved Permanently
betacular.com,301,Moved Permanently
betterface.kr,200,OK
betvega.com,301,Moved Permanently
beyondthebuzzer.com,200,OK
beyondtheflag.com,200,OK
beyondusports.com,200,OK
bgdailynews.com,301,Moved Permanently
bgtvspot.net,302,Moved Temporarily
bhsubuzz.com,301,Moved Permanently
bicesteradvertiser.net,301,Moved Permanently
bicycles.net.au,301,Moved Permanently
bicycling.com,301,Moved Permanently
big12-fans.com,301,Moved Permanently
big12sports.com,200,OK
bigblueblitz.com,301,Moved Permanently
bigblueinteractive.com,403,Forbidden
bigcountry1073.com,301,Moved Permanently
bigcountry995.com,301,Moved Permanently
bigdsoccer.com,301,Moved Permanently
bigeast.org,200,OK
bigevents.tv,301,Moved Permanently
bigforkbandits.com,200,OK
biggestupsetever.com,200,OK
bigislandweekly.com,301,Moved Permanently
bigkonline.com,301,Moved Permanently
bigleadsports.com,301,Moved Permanently
bigsportsonline.com,200,OK
bigten-fans.com,200,OK
bikemag.com,301,Moved Permanently
bikeradar.com,301,Moved Permanently
bikesdirects.com,200,OK
billboard.com,301,Moved Permanently
billikens.com,200,OK
bimajo.jp,200,OK
biophobia.org,200,OK
birdswatcher.com,200,OK
birminghamcity-mad.co.uk,301,Moved Permanently
birminghammail.co.uk,301,Moved Permanently
birminghampost.co.uk,301,Moved Permanently
bismarcktribune.com,417,Rate limit exceeded
bitterandblue.com,301,Moved Permanently
bjpenn.com,301,Moved Permanently
bkinformation.com,302,Moved Temporarily
blackandredunited.com,301,Moved Permanently
blackandteal.com,200,OK
blackenterprise.com,302,Moved Temporarily
